Program,Retained Report ID,Candidate Report ID,Candidate Report Number,Subawardee UEI,Subawardee Vendor Name,Prime PIID,Subaward Date,Subaward Amount $M
virginia,20750984,20750982,bd51a256-fcb9-11ef-8e2a-e7034f2d18cd,NMHFLDYJJ4C5,LOCKHEED MARTIN CORPORATION,N0002416C2111,2019-10-10,0.298035
virginia,20693742,20693741,90bea3ba-fcb9-11ef-8e2a-e7034f2d18cd,NN4BTBUN58J5,"STRATUS TECHNOLOGIES, INC.",N0002412C2115,2018-11-16,0.067200
virginia,20947455,20947454,6f3e6e90-fcba-11ef-8e2a-e7034f2d18cd,NNNPMB5KA1V6,DENNEY PLASTICS MACHINING LLC,N0002417C2100,2018-07-16,0.000354
virginia,20693112,20693111,8f768874-fcb9-11ef-8e2a-e7034f2d18cd,NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,N0002412C2115,2017-09-05,0.027312
virginia,20693110,20693109,8f7681c6-fcb9-11ef-8e2a-e7034f2d18cd,NRCCMBKQ6FD7,LEIDOS INNOVATIONS CORPORATION,N0002412C2115,2017-12-13,0.021588
virginia,20693345,20693344,8f79a07c-fcb9-11ef-8e2a-e7034f2d18cd,NSEVFLRKSUV1,"NORTHLAND INDUSTRIAL TRUCK CO., INC.",N0002412C2115,2018-01-11,0.028280
virginia,20692818,20692817,8f72d242-fcb9-11ef-8e2a-e7034f2d18cd,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",N0002412C2115,2017-09-14,0.018230
virginia,20692834,20692833,8f72fed4-fcb9-11ef-8e2a-e7034f2d18cd,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",N0002412C2115,2017-12-15,0.040048
virginia,20692810,20692809,8f72bab4-fcb9-11ef-8e2a-e7034f2d18cd,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",N0002412C2115,2018-09-27,0.007910
virginia,20692824,20692823,8f72e2d2-fcb9-11ef-8e2a-e7034f2d18cd,NVPEBL51CSF8,"GUILL TOOL & ENGINEERING CO, INC.",N0002412C2115,2018-10-11,0.027173
virginia,20750736,20750735,bc9bf6ae-fcb9-11ef-8e2a-e7034f2d18cd,NXGLEN3CK1N6,"DATACON, INC.",N0002416C2111,2019-01-30,0.080678
virginia,20751201,20751200,bd5423e6-fcb9-11ef-8e2a-e7034f2d18cd,PAH8M4BJACA5,"TELEDYNE INSTRUMENTS, INC.",N0002416C2111,2018-11-07,0.107405
virginia,20950803,20950802,75cf6318-fcba-11ef-8e2a-e7034f2d18cd,PAH8M4BJACA5,TELEDYNE INSTRUMENTS INC,N0002417C2100,2022-10-13,0.033340
virginia,20751125,20751124,bd535416-fcb9-11ef-8e2a-e7034f2d18cd,PFRSFST9SSL1,RANTEC POWER SYSTEMS INC.,N0002416C2111,2016-09-21,0.124996
virginia,20692691,20692690,8c257130-fcb9-11ef-8e2a-e7034f2d18cd,PGWNKJF89FV5,ELMA ELECTRONIC INC.,N0002412C2115,2017-10-02,0.269406
virginia,20946517,20946516,6e84d4e4-fcba-11ef-8e2a-e7034f2d18cd,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",N0002417C2100,2018-11-02,0.007896
virginia,20751179,20751178,bd53eaa2-fcb9-11ef-8e2a-e7034f2d18cd,PNHTDAAYRXL3,SPACECRAFT COMPONENTS CORP,N0002416C2111,2018-03-19,0.004000
virginia,20693073,20693072,8f760746-fcb9-11ef-8e2a-e7034f2d18cd,PTMFLMD2CUB4,"L3 TECHNOLOGIES, INC.",N0002412C2115,2017-12-01,0.027805
virginia,20692266,20692265,8c20ecfa-fcb9-11ef-8e2a-e7034f2d18cd,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",N0002412C2115,2016-09-13,0.010000
virginia,20946036,20946035,6e7f19e6-fcba-11ef-8e2a-e7034f2d18cd,PUG1H9MFJD63,"AMERICAN TANK & FABRICATING CO, THE",N0002417C2100,2017-07-12,0.016105
virginia,20692471,20692470,8c230a94-fcb9-11ef-8e2a-e7034f2d18cd,QB7EKDNK2E83,"BRIERE, TIM",N0002412C2115,2018-01-24,0.026590
virginia,20951099,20951098,75d29344-fcba-11ef-8e2a-e7034f2d18cd,QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",N0002417C2100,2018-12-05,0.082114
virginia,20949971,20949970,71626618-fcba-11ef-8e2a-e7034f2d18cd,QF82VVEDYFC3,"PUROLATOR FACET, INC.",N0002417C2100,2018-11-13,0.168064
virginia,20751017,20751016,bd522e42-fcb9-11ef-8e2a-e7034f2d18cd,QJ8GDNZ7RMC5,MCMASTER-CARR SUPPLY COMPANY,N0002416C2111,2018-10-18,0.030000
virginia,20692952,20692951,8f743c68-fcb9-11ef-8e2a-e7034f2d18cd,QNEXJLA47BM4,"JAMESTOWN METAL MARINE SALES, INC.",N0002412C2115,2017-08-07,0.017328
virginia,20750536,20750535,bc99e1c0-fcb9-11ef-8e2a-e7034f2d18cd,QPFMBXNMQM85,"AEROTEK, INC.",N0002416C2111,2017-02-21,-0.048823
virginia,20750533,20750532,bc99d9b4-fcb9-11ef-8e2a-e7034f2d18cd,QPFMBXNMQM85,"AEROTEK, INC.",N0002416C2111,2017-03-27,-0.120952
virginia,20692248,20692247,8c20bcbc-fcb9-11ef-8e2a-e7034f2d18cd,QVJEVJHK3G31,"AGGREKO, LLC",N0002412C2115,2018-11-13,0.141586
virginia,20750548,20750547,bc9a0056-fcb9-11ef-8e2a-e7034f2d18cd,QVJEVJHK3G31,"AGGREKO, LLC",N0002416C2111,2019-07-02,0.003100
virginia,20750548,20750546,bc99fd72-fcb9-11ef-8e2a-e7034f2d18cd,QVJEVJHK3G31,"AGGREKO, LLC",N0002416C2111,2019-07-02,0.003100
virginia,20750552,20750551,bc9a0a4c-fcb9-11ef-8e2a-e7034f2d18cd,QVJEVJHK3G31,"AGGREKO, LLC",N0002416C2111,2021-03-24,0.007200
virginia,20750552,20750550,bc9a07ea-fcb9-11ef-8e2a-e7034f2d18cd,QVJEVJHK3G31,"AGGREKO, LLC",N0002416C2111,2021-03-24,0.007200
virginia,20750798,20750797,bd4f86ec-fcb9-11ef-8e2a-e7034f2d18cd,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",N0002416C2111,2020-04-29,0.025200
virginia,20750798,20750796,bd4f8462-fcb9-11ef-8e2a-e7034f2d18cd,QVMBB4UCMEH4,"ELECTRO MECHANICAL SPECIALISTS, LLC",N0002416C2111,2020-04-29,0.025200
virginia,20693810,20693809,90bf621e-fcb9-11ef-8e2a-e7034f2d18cd,QWM1XWLUFQM8,TRIDENT SYSTEMS INCORPORATED,N0002412C2115,2018-01-09,0.133592
virginia,20692422,20692421,8c22898e-fcb9-11ef-8e2a-e7034f2d18cd,RDM6SEMM2WB4,"BARDEN CORPORATION, THE",N0002412C2115,2017-03-03,0.080156
virginia,20693450,20693449,8f7ab3a4-fcb9-11ef-8e2a-e7034f2d18cd,RG8HFHKSV215,"PDS ENGINEERING & CONSTRUCTION, INC.",N0002412C2115,2018-11-07,0.069863
virginia,20946570,20946569,6e856288-fcba-11ef-8e2a-e7034f2d18cd,RYRLL49HWN65,BAKER SHEET METAL CORPORATION,N0002417C2100,2021-08-03,-0.016700
virginia,20693478,20693477,8f7b0124-fcb9-11ef-8e2a-e7034f2d18cd,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",N0002412C2115,2017-03-27,0.014300
virginia,20693483,20693482,8f7b0e08-fcb9-11ef-8e2a-e7034f2d18cd,SK3YCN3CHJD7,"PLASTIC DISTRIBUTORS & FABRICATORS, INC.",N0002412C2115,2018-10-17,0.044750
virginia,20948476,20948475,6fed915e-fcba-11ef-8e2a-e7034f2d18cd,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",N0002417C2100,2016-12-13,0.300000
virginia,20948480,20948479,6fed9b5e-fcba-11ef-8e2a-e7034f2d18cd,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",N0002417C2100,2017-08-25,2.000000
virginia,20692993,20692992,8f74d11e-fcb9-11ef-8e2a-e7034f2d18cd,SLD5KEGGLLZ3,"JOHNSON CONTROLS NAVY SYSTEMS, LLC",N0002412C2115,2018-11-19,0.061738
virginia,20750643,20750642,bc9aff42-fcb9-11ef-8e2a-e7034f2d18cd,SS8JL7WNHPX9,"BURNS & MCDONNELL ENGINEERING COMPANY, INC.",N0002416C2111,2018-07-23,0.260000
virginia,20751231,20751230,bd5476b6-fcb9-11ef-8e2a-e7034f2d18cd,SX6BF52K2WB1,VACCO INDUSTRIES,N0002416C2111,2017-10-24,0.403065
virginia,20750682,20750681,bc9b65fe-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2018-09-05,0.025080
virginia,20750691,20750690,bc9b7d32-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2019-02-04,0.089039
virginia,20750701,20750700,bc9b97b8-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2019-03-11,0.331338
virginia,20750701,20750699,bc9b9510-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2019-03-11,0.331338
virginia,20750696,20750695,bc9b89f8-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2020-04-22,0.157085
virginia,20750696,20750694,bc9b8782-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2020-04-22,0.157085
virginia,20750689,20750688,bc9b7850-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2020-04-28,0.075913
virginia,20750689,20750687,bc9b7576-fcb9-11ef-8e2a-e7034f2d18cd,TY25RCEB5FF3,"COLLINS & JEWELL COMPANY, INC.",N0002416C2111,2020-04-28,0.075913
virginia,20693453,20693452,8f7abbb0-fcb9-11ef-8e2a-e7034f2d18cd,TZVRTYNM3MN3,PEGASUS STEEL LLC,N0002412C2115,2018-08-14,0.001563
virginia,20750510,20750509,bc999c6a-fcb9-11ef-8e2a-e7034f2d18cd,U2PTLL8PXDE3,"ABLE MACHINE TOOL SALES, INC.",N0002416C2111,2018-10-29,0.547010
virginia,20693200,20693199,8f77b302-fcb9-11ef-8e2a-e7034f2d18cd,U43WP4FHDJY3,"MARINE ELECTRIC SYSTEMS, INC.",N0002412C2115,2018-01-05,0.037600
virginia,20949925,20949924,7161de82-fcba-11ef-8e2a-e7034f2d18cd,U5DDDFM4LJS3,"PRIME TECHNOLOGY, LLC",N0002417C2100,2019-01-04,0.034944
virginia,20692621,20692620,8c24bb0a-fcb9-11ef-8e2a-e7034f2d18cd,UN3TBWQUCQN4,DELTA-ELECTRO POWER INC.,N0002412C2115,2017-09-21,0.026200
virginia,20693185,20693184,8f777f2c-fcb9-11ef-8e2a-e7034f2d18cd,UR64LG5YKUE8,"LYNN LADDER AND SCAFFOLDING CO., INC.",N0002412C2115,2017-05-24,0.037500
virginia,20751009,20751008,bd5217ae-fcb9-11ef-8e2a-e7034f2d18cd,UXVTFYJT5PN7,"MARWAY POWER SYSTEMS, INC.",N0002416C2111,2019-01-15,0.074912
virginia,20693216,20693215,8f77eb24-fcb9-11ef-8e2a-e7034f2d18cd,UZMKDFWHKTC9,"MARO DISPLAY, INC.",N0002412C2115,2017-03-27,-0.015224
virginia,20751225,20751224,bd546590-fcb9-11ef-8e2a-e7034f2d18cd,V62NC51F7YV1,UNIVERSITY OF DAYTON,N0002416C2111,2018-10-29,0.100641
virginia,20750720,20750719,bc9bcc24-fcb9-11ef-8e2a-e7034f2d18cd,V73QNVKJWAJ9,CRYSTAL GROUP INC.,N0002416C2111,2019-02-18,0.026660
virginia,20692273,20692272,8c20ff7e-fcb9-11ef-8e2a-e7034f2d18cd,W3KUJLTCRLV1,AMMCON CORP.,N0002412C2115,2017-04-21,-0.000860
virginia,20692287,20692286,8c212526-fcb9-11ef-8e2a-e7034f2d18cd,W3KUJLTCRLV1,AMMCON CORP.,N0002412C2115,2018-09-28,0.147345
virginia,20950784,20950783,75cf31cc-fcba-11ef-8e2a-e7034f2d18cd,W7QMJRYTHHM4,"TECHSPEC, INC.",N0002417C2100,2019-01-02,0.219650
virginia,20750651,20750650,bc9b13ba-fcb9-11ef-8e2a-e7034f2d18cd,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",N0002416C2111,2020-08-31,0.009612
virginia,20750651,20750649,bc9b1112-fcb9-11ef-8e2a-e7034f2d18cd,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",N0002416C2111,2020-08-31,0.009612
virginia,20750648,20750647,bc9b0c3a-fcb9-11ef-8e2a-e7034f2d18cd,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",N0002416C2111,2020-08-31,0.009612
virginia,20750648,20750646,bc9b09a6-fcb9-11ef-8e2a-e7034f2d18cd,WAJ6RKYZTYL3,"C. & C. METALS ENGINEERING, INC.",N0002416C2111,2020-08-31,0.009612
virginia,20693431,20693430,8f7a819a-fcb9-11ef-8e2a-e7034f2d18cd,WJ1XMJMTSYL9,"PAROSCIENTIFIC, INC.",N0002412C2115,2018-09-17,0.125584
virginia,20750920,20750919,bd50e528-fcb9-11ef-8e2a-e7034f2d18cd,WMXDDH6HJNA5,HUNTINGTON INGALLS INC,N0002416C2111,2021-12-03,3.000000
virginia,20693522,20693521,8f7b9b0c-fcb9-11ef-8e2a-e7034f2d18cd,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",N0002412C2115,2018-08-24,-0.005790
virginia,20693532,20693531,8f7bb4f2-fcb9-11ef-8e2a-e7034f2d18cd,WN3KS9Z5JLK9,"PRECISION MACHINE & GEAR, INC.",N0002412C2115,2018-10-17,0.029409
virginia,20750958,20750957,bd515f1c-fcb9-11ef-8e2a-e7034f2d18cd,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",N0002416C2111,2018-07-02,-1.853828
virginia,20750958,20750956,bd515ca6-fcb9-11ef-8e2a-e7034f2d18cd,WPP2ABN6UCF5,"L3 TECHNOLOGIES, INC.",N0002416C2111,2018-07-02,-1.853828
virginia,20692457,20692456,8c22e5be-fcb9-11ef-8e2a-e7034f2d18cd,WQ8LDD3N2K24,BRADDOCK HEAT TREATING COMPANY INC,N0002412C2115,2018-04-30,0.003032
virginia,20692455,20692454,8c22e0b4-fcb9-11ef-8e2a-e7034f2d18cd,WQ8LDD3N2K24,BRADDOCK HEAT TREATING COMPANY INC,N0002412C2115,2018-09-04,0.002025
virginia,20751089,20751088,bd52f322-fcb9-11ef-8e2a-e7034f2d18cd,WREEAHYMRQ45,"PCB PIEZOTRONICS, INC.",N0002416C2111,2019-01-09,0.560889
virginia,20947118,20947117,6f3aafd0-fcba-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002417C2100,2016-12-09,1.867488
virginia,20947109,20947108,6f3a963a-fcba-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002417C2100,2016-12-09,1.078486
virginia,20947133,20947132,6f3ad780-fcba-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002417C2100,2017-06-05,2.948000
virginia,20947095,20947094,6f3a7218-fcba-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002417C2100,2017-06-05,0.699000
virginia,20947090,20947089,6f3a6598-fcba-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002417C2100,2017-06-05,0.663000
virginia,20750723,20750722,bc9bd3e0-fcb9-11ef-8e2a-e7034f2d18cd,WYDAKCJ5K219,CURTISS-WRIGHT ELECTRO-MECHANICAL CORPORATION,N0002416C2111,2019-01-11,0.030000
virginia,20692502,20692501,8c235e86-fcb9-11ef-8e2a-e7034f2d18cd,X25CWCMUL417,"CARLLO, INC.",N0002412C2115,2018-10-16,0.140000
virginia,20750529,20750528,bc99cf78-fcb9-11ef-8e2a-e7034f2d18cd,XAABQKXTNJ16,ADVANTAGE ENGINEERING INC,N0002416C2111,2019-02-22,0.027420
virginia,20693658,20693657,8f7cff24-fcb9-11ef-8e2a-e7034f2d18cd,XDBJX5QWAM86,"SAI SYSTEMS INTERNATIONAL, INC.",N0002412C2115,2018-01-24,0.073325
virginia,20693642,20693641,8f7cd6ac-fcb9-11ef-8e2a-e7034f2d18cd,XP9YLL3TNCB9,"S & S FOREST PRODUCTS, LLC",N0002412C2115,2018-06-01,0.039204
virginia,20693859,20693858,90bfe342-fcb9-11ef-8e2a-e7034f2d18cd,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",N0002412C2115,2018-01-17,0.058161
virginia,20751241,20751240,bd5492ea-fcb9-11ef-8e2a-e7034f2d18cd,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",N0002416C2111,2018-09-17,0.040896
virginia,20751244,20751243,bd549a56-fcb9-11ef-8e2a-e7034f2d18cd,XQW8RJNNAXX8,"W INTERNATIONAL, LLC",N0002416C2111,2018-11-19,0.071533
virginia,20692302,20692301,8c214cea-fcb9-11ef-8e2a-e7034f2d18cd,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",N0002412C2115,2017-02-22,0.000734
virginia,20692309,20692308,8c215f64-fcb9-11ef-8e2a-e7034f2d18cd,YA7EN5YYJYS8,"APOLLO PROFESSIONAL SOLUTIONS, INC.",N0002412C2115,2017-02-28,0.090000
virginia,20693893,20693892,90c03e3c-fcb9-11ef-8e2a-e7034f2d18cd,YKMMCNDT9KF8,"YANKEE REMODELER OF NEW LONDON, INC.",N0002412C2115,2018-11-05,0.073253
virginia,20692795,20692794,8f729232-fcb9-11ef-8e2a-e7034f2d18cd,YVBHN7GKLQ44,"GLENAIR, INC.",N0002412C2115,2017-11-14,0.078217
virginia,20693504,20693503,8f7b68f8-fcb9-11ef-8e2a-e7034f2d18cd,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",N0002412C2115,2018-01-03,0.048290
virginia,20751102,20751101,bd5316d6-fcb9-11ef-8e2a-e7034f2d18cd,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",N0002416C2111,2020-09-18,0.026660
virginia,20751102,20751100,bd53144c-fcb9-11ef-8e2a-e7034f2d18cd,YWX1QLBKSQD7,"PRC - DESOTO INTERNATIONAL, INC.",N0002416C2111,2020-09-18,0.026660
virginia,20948444,20948443,6fed3da8-fcba-11ef-8e2a-e7034f2d18cd,Z3KHMUV8E999,"JAN ELECTRONIC SUPPLIES, INC.",N0002417C2100,2018-12-19,0.001940
virginia,20693833,20693832,90bf9ec8-fcb9-11ef-8e2a-e7034f2d18cd,ZBAJWJYVWC49,"UNITED BUILDERS SUPPLY CO., INCORPORATED",N0002412C2115,2018-10-18,0.009542
virginia,20948146,20948145,6fea08ae-fcba-11ef-8e2a-e7034f2d18cd,ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",N0002417C2100,2019-01-22,0.059442
virginia,20692738,20692737,8f71efa8-fcb9-11ef-8e2a-e7034f2d18cd,ZPZMCRH2JSA3,"EZEFLOW USA, INC.",N0002412C2115,2017-12-04,0.089883
columbia,20955937,20955936,a4838b08-fcba-11ef-8e2a-e7034f2d18cd,C3L9A8H3TWG5,"AERO NAV LABORATORIES, INC.",N0002417C2117,2017-12-18,0.191930
columbia,20958730,20958729,a627db94-fcba-11ef-8e2a-e7034f2d18cd,HUK5MJK4MH39,"LESLIE CONTROLS, INC.",N0002417C2117,2017-11-07,0.029966
columbia,20959069,20959068,a6f0fcd6-fcba-11ef-8e2a-e7034f2d18cd,JU2ME5ZK8VL3,"MMC METROLOGY LAB, INC",N0002417C2117,2017-12-15,0.039200
columbia,20959371,20959370,a6f42f1e-fcba-11ef-8e2a-e7034f2d18cd,LFN2ND9H69T1,PARASOFT CORPORATION,N0002417C2117,2017-12-06,0.040590
columbia,20956625,20956624,a48b7142-fcba-11ef-8e2a-e7034f2d18cd,LJRBXLTGXN57,"CEPEDA ASSOCIATES, INC.",N0002417C2117,2021-08-19,0.500000
columbia,20960077,20960076,a7bf4500-fcba-11ef-8e2a-e7034f2d18cd,N1PJDANWUJ61,SCOT FORGE COMPANY,N0002417C2117,2017-12-07,0.030639
columbia,20956302,20956301,a487f396-fcba-11ef-8e2a-e7034f2d18cd,PJRYS7EFXQD9,"B.N.L. INDUSTRIES, INC.",N0002417C2117,2017-12-19,0.028354
columbia,20958903,20958902,a6ef1c7c-fcba-11ef-8e2a-e7034f2d18cd,Q35JL9GFCAK3,"MAROTTA CONTROLS, INC.",N0002417C2117,2017-05-25,1.392327
columbia,20956183,20956182,a4863bd2-fcba-11ef-8e2a-e7034f2d18cd,RK6GKSXPC8W7,ARNOLD MAGNETICS CORPORATION,N0002417C2117,2017-10-04,0.165340
columbia,20957480,20957479,a55702e4-fcba-11ef-8e2a-e7034f2d18cd,UPAPN5VL4KR9,EATON AEROSPACE LLC,N0002417C2117,2017-07-31,0.229854
columbia,20959176,20959175,a6f212c4-fcba-11ef-8e2a-e7034f2d18cd,Y5R2L8HWAUA8,"NAVUS AUTOMATION, INC",N0002417C2117,2017-12-18,0.063555
columbia,20958015,20958014,a61fe4de-fcba-11ef-8e2a-e7034f2d18cd,ZFQBUPK552C3,"H. R. HILLERY COMPANY, THE",N0002417C2117,2017-12-15,0.295672
